"","id","created_time","snippet","headline","news_desk","company_name"
"1",1,"2008-11-10T23:35:36+0000","The Federal Reserve granted the company’s request to change its status, giving it access to low-cost financing.","American Express to Be Bank Holding Company","Business","American Express"
"2",2,"2008-11-19T23:27:32+0000","A trained sommelier and experienced bartender shops for essential bar items and accessories for successful holiday entertaining.","A Cup of Good Cheer","Home","American Express"
"3",3,"2008-11-12T00:48:13+0000","The Fed’s liberal standard to decide which businesses can obtain banking licenses and gain access to government lending opens the door to practices which may prove costly and not necessarily effective.","A Deal Taxpayers May Live to Regret","Business","American Express"
"4",4,"2008-10-30T14:30:49+0000","The credit card company said that it would cut 10 percent of its work force as part of a restructuring that is expected to save $1.8 billion in 2009.","American Express Plans to Trim 7,000 Jobs to Save $1.8 Billion","Business","American Express"
"5",5,"2008-09-20T17:52:03+0000","While the proposed bailout and the newly buoyant market raise Citi’s prospects, the large bank still isn’t out of the woods.","Citigroup: Above the Fray?","SundayBusiness","American Express"
"6",6,"2008-09-18T13:01:32+0000","Lenders have become even less willing to part with their money, further crimping budgets and family spending.","Pain Spreads as Credit Vise Grows Tighter","Business","American Express"
"7",7,"2008-07-22T04:00:00+0000","The company said it was no longer on track to increase earnings per share by 4 percent to 6 percent this year because the economy has slowed, particularly in June.","Earnings Fall at American Express, and Its Shares Suffer","Business","American Express"
"8",8,"2008-06-26T04:00:00+0000","The deal comes months after Visa paid more than $2.1 billion to American Express over similar antitrust claims.","MasterCard Will Pay $1.8 Billion to American Express","Business","American Express"
"9",9,"2008-10-11T05:00:00+0000","","American Express to be bank holding company","IHT News","American Express"
"10",10,"2008-10-11T05:00:00+0000","","American Express to be bank holding company","IHT News","American Express"
"11",1,"2008-10-30T05:00:00+0000","","American Express to cut 10% of workers","IHT News","American Express"
"12",2,"2008-01-11T05:00:00+0000","The company will take a $275 million fourth-quarter charge as more cardholders fail to repay their debts.","American Express Warns About Earnings","Business","American Express"
"13",3,"2008-06-25T05:00:00+0000","","MasterCard pays $1.8 billion to American Express","IHT News","American Express"
"14",4,"2008-06-25T16:26:25+0000","","MasterCard Pays $1.8 Billion to American Express","Business","American Express"
"15",5,"2008-11-11T05:00:00+0000","","American Express becomes bank holding company","IHT News","American Express"
"16",6,"2008-11-11T05:00:00+0000","","American Express becomes bank holding company","IHT News","American Express"
"17",7,"2008-11-11T00:05:46+0000","","American Express to Become Bank Holding Company","Business","American Express"
"18",8,"2008-04-30T11:50:11+0000","","Change at American Express Fuels Deal Chatter","Business","American Express"
"19",9,"2008-10-30T05:00:00+0000","","American Express plans to trim 7,000 jobs","IHT News","American Express"
"20",10,"2008-01-01T05:00:00+0000","","American Express leads U.S. stocks lower","IHT News","American Express"
"21",1,"2008-07-22T05:00:00+0000","","Profit declined 38% at American Express","IHT News","American Express"
"22",2,"2008-06-25T05:00:00+0000","","MasterCard to pay $1.8 billion to American Express in antitrust settlement","IHT News","American Express"
"23",3,"2008-06-21T04:00:00+0000","After fostering the explosive growth of consumer debt in recent years, financial companies are reducing the credit limits on cards held by millions of Americans, often without warning.","Banks Trimming Limits for Many on Credit Cards","Business","American Express"
"24",4,"2008-06-02T04:00:00+0000","Q & A with Stuart Elliott.","Q & A with Stuart Elliott","Business","American Express"
"25",5,"2008-06-11T05:00:00+0000","","Staples wins battle for Corporate Express","IHT News","American Express"
"26",6,"2008-06-11T11:59:57+0000","","Staples Wins Corporate Express for $2.65 Billion","Business","American Express"
"27",7,"2008-04-21T05:00:00+0000","","America through Arab eyes","IHT News","American Express"
"28",8,"2008-04-18T04:00:00+0000","Plum may become the new black for advertisers and media companies.","Plum, the Color, Is Having Its Star Turn","Business","American Express"
"29",9,"2008-05-19T21:26:37+0000","","Staples Begins Hostile Bid for Corporate Express","Business","American Express"
"30",10,"2008-03-27T05:00:00+0000","","Amex to buy GE unit to stabilize earnings","IHT News","American Express"
"31",1,"2008-12-24T13:05:38+0000","","AmEx, CIT Get Approval for $5.7 Billion in TARP Funds","Business","American Express"
"32",2,"2008-05-29T04:00:00+0000","U.P.S. said that it was working toward an agreement with DHL’s Express unit in America to carry air freight for some DHL units within the United States.","DHL Talks With U.P.S. About Carrying U.S. Cargo","Business","American Express"
"33",3,"2008-12-05T16:30:22+0000","The Blue card from American Express once had a smart chip and card reader for home use. Now it makes you eligible for an old-fashioned day planner.","A Credit Card Loses Its High-Tech Cred","Business","American Express"
"34",4,"2008-01-22T20:59:23+0000","Taking Questions: A second and final set of answers from David Grubin, a director and writer who took questions from readers on his three-part documentary, “The Jewish Americans.”","Answers About ‘The Jewish Americans’, Part 2","Metro","American Express"
"35",5,"2008-07-30T11:04:26+0000","","Hedge Fund Investors Feel Pleased","Business","American Express"
"36",6,"2008-01-14T05:00:00+0000","","Americans cut back sharply on spending","IHT News","American Express"
"37",7,"2008-06-16T05:00:00+0000","","Rice, in Beirut, expresses support for new Lebanese government","IHT News","American Express"
"38",8,"2008-02-20T05:00:00+0000","","Staples bid for  Dutch reflects potential in delivery business","IHT News","American Express"
"39",9,"2008-10-06T23:45:36+0000","Edward Parks, a talented young baritone, sang like a man who had had his heart broken during a performance of Schumann’s “Dichterliebe” (Op. 48) at Christ and St. Stephen’s Church on Sunday.","An Array of Feelings, Expressed in Song","Culture","American Express"
"40",10,"2008-11-14T17:53:27+0000","","‘Isn’t That Nice?’","","American Express"
"41",1,"2008-08-27T19:15:23+0000","As European proprietors are preparing to reopen after extended holidays, American restaurant owners are just trying to catch a second wind following a taxing summer.","For American Restaurateurs, It’s Hard to Get a Break","Business","American Express"
"42",2,"2008-11-10T05:00:00+0000","","DHL to cut 9,500 jobs at U.S. unit","IHT News","American Express"
"43",3,"2008-01-14T05:00:00+0000","A pullback in spending raises the possibility that the country may be experiencing a rare decline in personal consumption.","Americans Cut Back Sharply on Spending","Business","American Express"
"44",4,"2008-03-19T05:00:00+0000","","Obama speech captivates Americans","IHT News","American Express"
"45",5,"2008-04-03T18:22:52+0000","Nearly three in 10 Americans say they are very concerned that they or someone in their household might lose their job in the next 12 months, according to in the latest New York Times/CBS News poll.","Poll: Americans Have Bleak View of Job Market","National","American Express"
"46",6,"2008-05-28T05:00:00+0000","","DHL to outsource some U.S. operations to its rival UPS","IHT News","American Express"
"47",7,"2008-11-12T11:14:49+0000","","AmEx Seeks $3.5 Billion From Government, Report Says","Business","American Express"
"48",8,"2008-06-24T05:00:00+0000","","Poll shows broad religious tolerance among Americans","IHT News","American Express"
"49",9,"2008-02-13T05:00:00+0000","America’s image in the Middle East is as low as it has ever been. Yet generally speaking, Iranians like Americans — a sentiment that has become much more pronounced.","Warmth for Americans in Once Hostile Tehran","Foreign","American Express"
"50",10,"2008-07-30T04:00:00+0000","John McCain has wholeheartedly adopted Karl Rove’s low-minded and uncivil playbook.","Low-Road Express","Editorial","American Express"
"51",1,"2008-07-30T04:00:00+0000","John McCain has wholeheartedly adopted Karl Rove’s low-minded and uncivil playbook.","Low-Road Express","Editorial","American Express"
"52",2,"2008-09-03T05:00:00+0000","","American inquiry disputes Afghan deaths","IHT News","American Express"
"53",3,"2008-10-09T05:00:00+0000","","In defense of Bush; Iran and the bomb; Change comes to America","IHT News","American Express"
"54",4,"2008-01-24T16:27:51+0000","The world’s largest group of earth scientists says “the human footprint on Earth is apparent.”","Earth Scientists Express Rising Concern Over Warming","OpEd","American Express"
"55",5,"2008-10-01T19:24:09+0000","Americans agree that the economy cannot survive without help from the government but are concerned that the plan will burden them while benefiting financial institutions","CBS Poll: Americans Wary of the Bailout","National","American Express"
"56",6,"2008-01-01T05:00:00+0000","BATTERY RESTRICTIONS Beginning Tuesday, airline passengers cannot pack any loose lithium batteries in checked bags, though the batteries are permitted if contained within laptops, cellphones or other electronic devices, according to a new rule by ...","Batteries Included in New Travel Restrictions","Business","American Express"
"57",7,"2008-10-28T00:48:00+0000","Under growing pressures to curb expenses, some corporate travel managers are making new cost-cutting suggestions.","Finding Ways to Dull the Glamour of Travel","Business","American Express"
"58",8,"2008-10-28T05:00:00+0000","","Finding ways to dull the glamour of travel","IHT News","American Express"
"59",9,"2008-10-01T19:24:09+0000","Americans agree that the economy cannot survive without help from the government but are concerned that the plan will burden them while benefiting financial institutions.","CBS Poll: Americans Wary of the Bailout","None","American Express"
"60",10,"2008-10-30T20:36:11+0000","American Express is eliminating 500 jobs in New York — and thousands more elsewhere — and canceling office holiday parties through 2009, among other cost-cutting moves.","Scrooge, Cardmember Since 2008","Metro","American Express"
"61",1,"2008-04-17T04:00:00+0000","Why has the U.S. produced a magnificent Holocaust Memorial Museum before opening an institution of equivalent stature dedicated to slavery and segregation?","Race and American Memory","OpEd","American Express"
"62",2,"2008-09-17T05:00:00+0000","","Another country","IHT News","American Express"
"63",3,"2008-03-02T05:00:00+0000","Leonard S. Riggio, the founder and chairman of Barnes & Noble, announced a $20 million donation to help hurricane victims in New Orleans.","Here’s His Story: People Still Read","SundayBusiness","American Express"
"64",4,"2008-02-19T05:00:00+0000","China warned against threats to security in outer space, without mentioning its own successful anti-satellite missile test last year.","China Expresses Concern Over U.S. Plan to Shoot Down a Faulty Spy Satellite","Foreign","American Express"
"65",5,"2008-01-08T05:00:00+0000","","Chile, Argentina interested in moving Dakar Rally to South America","IHT News","American Express"
"66",6,"2008-02-26T01:01:01+0000","Von Furstenberg discusses her life and fashion in a spot  for American Express.","Diane Von Furstenberg on Fashion","","American Express"
"67",7,"2008-02-15T05:00:00+0000","The president of the Academy of Motion Picture Arts and Sciences, and the producer of the Oscar telecast, said they were going full steam ahead with the normal Oscars ceremony.","Oscar Organizers Express Relief at Show’s Resumption","Weekend","American Express"
"68",8,"2008-08-28T05:00:00+0000","","For American restaurateurs, a month's vacation is just a dream","IHT News","American Express"
"69",9,"2008-02-08T05:00:00+0000","","With markets falling, Visa may delay its IPO","IHT News","American Express"
"70",10,"2008-09-18T11:12:48+0000","","Federal Aid to Detroit Seems Likely","Business","American Express"
"71",1,"2008-09-18T11:12:48+0000","","Federal Aid to Detroit Seems Likely","Business","American Express"
"72",2,"2008-11-06T17:43:02+0000","","‘I Think I Speak for Most Americans’","","American Express"
"73",3,"2008-08-28T05:00:00+0000","","For American restaurateurs, a month's vacation is just a dream","IHT News","American Express"
"74",4,"2008-10-13T14:15:15+0000","As mothers of soldiers who have been deployed to Iraq, both Gov. Sarah Palin and Cindy McCain accused Senator Barack Obama this week of voting not to fund American troops there.","Check Point: Funding the Troops","National","American Express"
"75",5,"2008-04-16T05:00:00+0000","","Roger Cohen: Race and American memory","IHT News","American Express"
"76",6,"2008-05-22T05:00:00+0000","","8 Iraqi civilians killed by U.S. troops, local police say","IHT News","American Express"
"77",7,"2008-03-28T04:00:00+0000","Dave Marash, the channel’s most prominent American anchor, has quit, citing an increased amount of editorial control.","American Anchor Quits Al Jazeera English Channel","Business","American Express"
"78",8,"2008-10-13T14:15:15+0000","Both Gov. Sarah Palin and Cindy McCain accused Senator Barack Obama this week of voting not to fund American troops in Iraq.","Distortions of Obama’s Votes and Comments on Wars","None","American Express"
"79",9,"2008-01-17T23:50:19+0000","","Strike: Studios Offer Writers ‘Informal’ Talks (White Flag Optional)","Media","American Express"
"80",10,"2008-11-12T11:39:39+0000","","A Deal Taxpayers May Live to Regret","Business","American Express"
"81",1,"2008-01-15T05:00:00+0000","After suffering heavy trading losses from bad mortgage investments, Bank of America said it was scaling back its investment banking operations and shedding 650 more jobs.","Bank of America Curbs Investment Banking","Business","American Express"
"82",2,"2008-11-12T11:39:39+0000","","A Deal Taxpayers May Live to Regret","Business","American Express"
"83",3,"2008-04-16T05:00:00+0000","","Roger Cohen: Race and American memory","IHT News","American Express"
"84",4,"2008-09-17T01:13:45+0000","Public views have shifted on the role of government, morality and unilateralism — transforming the trajectory future policy disputes will follow.","Another Country","OpEd","American Express"
"85",5,"2008-01-15T20:06:14+0000","","Bank of America to Cut Investment-Banking Jobs","Business","American Express"
"86",6,"2008-02-08T05:00:00+0000","","Credit fears push down U.S. stocks","IHT News","American Express"
"87",7,"2008-02-08T05:00:00+0000","","U.s. stocks mixed as investors remain nervous","IHT News","American Express"
"88",8,"2008-02-21T12:09:51+0000","","At Heart of Staples Bid, a Lucrative Delivery Business","Business","American Express"
"89",9,"2008-06-05T05:00:00+0000","","Many African-Americans find hope in Obama's breakthrough","IHT News","American Express"
"90",10,"2008-05-30T05:00:00+0000","","Maliki faces uphill fight over security pact","IHT News","American Express"
"91",1,"2008-01-07T05:00:00+0000","","After veto, House passes a revised military policy measure","IHT News","American Express"
"92",2,"2008-06-27T03:41:13+0000","Next up for the Osbourne family: a variety show?","Next For The Osbournes: A Variety Show?","Media","American Express"
"93",3,"2008-01-14T05:00:00+0000","","U.S. consumers hit brakes on spending","IHT News","American Express"
"94",4,"2008-07-21T05:00:00+0000","","Obama arrives in Basra, Iraq","IHT News","American Express"
"95",5,"2008-02-12T19:09:50+0000","","‘Idol’ Nation","Media","American Express"
"96",6,"2008-04-21T05:00:00+0000","","Bank of America and National  City  expected to seek new capital","IHT News","American Express"
"97",7,"2008-09-17T20:39:08+0000","","Morgan Stanley Considers Merger With Wachovia","Business","American Express"
"98",8,"2008-07-13T05:00:00+0000","","Merkel ally opposes Obama speech in Berlin","IHT News","American Express"
"99",9,"2008-01-24T05:00:00+0000","The Capital One Financial Corporation, the credit card issuer, said Wednesday that fourth-quarter profit fell 42 percent as more borrowers failed to repay their debts.","Profit Falls 42% at Capital One","Business","American Express"
"100",10,"2008-01-17T05:00:00+0000","The House on Wednesday approved a sweeping $696 billion military policy measure after revising a single provision in the 1,300-page bill that had prompted a surprise veto by President Bush.","After Veto, House Passes a Revised Military Policy Measure","National","American Express"
"101",1,"2008-04-21T05:00:00+0000","","Bank of America and National  City  expected to seek new capital","IHT News","American Express"
"102",2,"2008-11-29T02:19:33+0000","The security agreements mark the beginning of the end of the war, but the terms of the agreements create uncertainties that could disrupt the smooth withdrawal of American troops.","A Loosely Drawn American Victory","Foreign","American Express"
"103",3,"2008-09-06T18:50:34+0000","Credit card issuers are scaling back on their direct-mail offers. The decline is expected to continue through the end of the year, as the credit crisis reverberates.","Credit Crisis Puts a Dent in Card Offers","SundayBusiness","American Express"
"104",4,"2008-09-22T16:13:22+0000","“We won’t solve a problem caused by poor oversight with a plan that has no oversight,’’ said Senator John McCain.","McCain Expresses Concerns About Bailout Plan","National","American Express"
"105",5,"2008-08-25T05:00:00+0000","","America's commercials at the Olympics","IHT News","American Express"
"106",6,"2008-10-30T05:00:00+0000","","Democrats learn how to express themselves","IHT News","American Express"
"107",7,"2008-03-03T05:00:00+0000","","Ahmadinejad departs Iraq expressing scorn toward U.S.","IHT News","American Express"
"108",8,"2008-04-21T05:00:00+0000","","Bank of America and National City trying to raise more capital","IHT News","American Express"
"109",9,"2008-07-13T05:00:00+0000","","Merkel ally opposes Obama speech in Berlin","IHT News","American Express"
"110",10,"2008-01-11T05:00:00+0000","","Stocks drop sharply as subprime woes deepen","IHT News","American Express"
"111",1,"2008-11-10T23:35:36+0000","The Federal Reserve granted the company’s request to change its status, giving it access to low-cost financing.","American Express to Be Bank Holding Company","Business","American Express"
"112",2,"2008-11-19T23:27:32+0000","A trained sommelier and experienced bartender shops for essential bar items and accessories for successful holiday entertaining.","A Cup of Good Cheer","Home","American Express"
"113",3,"2008-11-12T00:48:13+0000","The Fed’s liberal standard to decide which businesses can obtain banking licenses and gain access to government lending opens the door to practices which may prove costly and not necessarily effective.","A Deal Taxpayers May Live to Regret","Business","American Express"
"114",4,"2008-10-30T14:30:49+0000","The credit card company said that it would cut 10 percent of its work force as part of a restructuring that is expected to save $1.8 billion in 2009.","American Express Plans to Trim 7,000 Jobs to Save $1.8 Billion","Business","American Express"
"115",5,"2008-09-20T17:52:03+0000","While the proposed bailout and the newly buoyant market raise Citi’s prospects, the large bank still isn’t out of the woods.","Citigroup: Above the Fray?","SundayBusiness","American Express"
"116",6,"2008-09-18T13:01:32+0000","Lenders have become even less willing to part with their money, further crimping budgets and family spending.","Pain Spreads as Credit Vise Grows Tighter","Business","American Express"
"117",7,"2008-07-22T04:00:00+0000","The company said it was no longer on track to increase earnings per share by 4 percent to 6 percent this year because the economy has slowed, particularly in June.","Earnings Fall at American Express, and Its Shares Suffer","Business","American Express"
"118",8,"2008-06-26T04:00:00+0000","The deal comes months after Visa paid more than $2.1 billion to American Express over similar antitrust claims.","MasterCard Will Pay $1.8 Billion to American Express","Business","American Express"
"119",9,"2008-10-11T05:00:00+0000","","American Express to be bank holding company","IHT News","American Express"
"120",10,"2008-10-11T05:00:00+0000","","American Express to be bank holding company","IHT News","American Express"
"121",1,"2008-10-30T05:00:00+0000","","American Express to cut 10% of workers","IHT News","American Express"
"122",2,"2008-01-11T05:00:00+0000","The company will take a $275 million fourth-quarter charge as more cardholders fail to repay their debts.","American Express Warns About Earnings","Business","American Express"
"123",3,"2008-06-25T05:00:00+0000","","MasterCard pays $1.8 billion to American Express","IHT News","American Express"
"124",4,"2008-06-25T16:26:25+0000","","MasterCard Pays $1.8 Billion to American Express","Business","American Express"
"125",5,"2008-11-11T05:00:00+0000","","American Express becomes bank holding company","IHT News","American Express"
"126",6,"2008-11-11T05:00:00+0000","","American Express becomes bank holding company","IHT News","American Express"
"127",7,"2008-11-11T00:05:46+0000","","American Express to Become Bank Holding Company","Business","American Express"
"128",8,"2008-04-30T11:50:11+0000","","Change at American Express Fuels Deal Chatter","Business","American Express"
"129",9,"2008-10-30T05:00:00+0000","","American Express plans to trim 7,000 jobs","IHT News","American Express"
"130",10,"2008-01-01T05:00:00+0000","","American Express leads U.S. stocks lower","IHT News","American Express"
"131",1,"2008-07-22T05:00:00+0000","","Profit declined 38% at American Express","IHT News","American Express"
"132",2,"2008-06-25T05:00:00+0000","","MasterCard to pay $1.8 billion to American Express in antitrust settlement","IHT News","American Express"
"133",3,"2008-06-21T04:00:00+0000","After fostering the explosive growth of consumer debt in recent years, financial companies are reducing the credit limits on cards held by millions of Americans, often without warning.","Banks Trimming Limits for Many on Credit Cards","Business","American Express"
"134",4,"2008-06-02T04:00:00+0000","Q & A with Stuart Elliott.","Q & A with Stuart Elliott","Business","American Express"
"135",5,"2008-06-11T11:59:57+0000","","Staples Wins Corporate Express for $2.65 Billion","Business","American Express"
"136",6,"2008-06-11T05:00:00+0000","","Staples wins battle for Corporate Express","IHT News","American Express"
"137",7,"2008-04-21T05:00:00+0000","","America through Arab eyes","IHT News","American Express"
"138",8,"2008-04-18T04:00:00+0000","Plum may become the new black for advertisers and media companies.","Plum, the Color, Is Having Its Star Turn","Business","American Express"
"139",9,"2008-05-19T21:26:37+0000","","Staples Begins Hostile Bid for Corporate Express","Business","American Express"
"140",10,"2008-03-27T05:00:00+0000","","Amex to buy GE unit to stabilize earnings","IHT News","American Express"
"141",1,"2008-12-24T13:05:38+0000","","AmEx, CIT Get Approval for $5.7 Billion in TARP Funds","Business","American Express"
"142",2,"2008-05-29T04:00:00+0000","U.P.S. said that it was working toward an agreement with DHL’s Express unit in America to carry air freight for some DHL units within the United States.","DHL Talks With U.P.S. About Carrying U.S. Cargo","Business","American Express"
"143",3,"2008-12-05T16:30:22+0000","The Blue card from American Express once had a smart chip and card reader for home use. Now it makes you eligible for an old-fashioned day planner.","A Credit Card Loses Its High-Tech Cred","Business","American Express"
"144",4,"2008-01-22T20:59:23+0000","Taking Questions: A second and final set of answers from David Grubin, a director and writer who took questions from readers on his three-part documentary, “The Jewish Americans.”","Answers About ‘The Jewish Americans’, Part 2","Metro","American Express"
"145",5,"2008-07-30T11:04:26+0000","","Hedge Fund Investors Feel Pleased","Business","American Express"
"146",6,"2008-01-14T05:00:00+0000","","Americans cut back sharply on spending","IHT News","American Express"
"147",7,"2008-06-16T05:00:00+0000","","Rice, in Beirut, expresses support for new Lebanese government","IHT News","American Express"
"148",8,"2008-02-20T05:00:00+0000","","Staples bid for  Dutch reflects potential in delivery business","IHT News","American Express"
"149",9,"2008-10-06T23:45:36+0000","Edward Parks, a talented young baritone, sang like a man who had had his heart broken during a performance of Schumann’s “Dichterliebe” (Op. 48) at Christ and St. Stephen’s Church on Sunday.","An Array of Feelings, Expressed in Song","Culture","American Express"
"150",10,"2008-11-14T17:53:27+0000","","‘Isn’t That Nice?’","","American Express"
"151",1,"2008-08-27T19:15:23+0000","As European proprietors are preparing to reopen after extended holidays, American restaurant owners are just trying to catch a second wind following a taxing summer.","For American Restaurateurs, It’s Hard to Get a Break","Business","American Express"
"152",2,"2008-11-10T05:00:00+0000","","DHL to cut 9,500 jobs at U.S. unit","IHT News","American Express"
"153",3,"2008-01-14T05:00:00+0000","A pullback in spending raises the possibility that the country may be experiencing a rare decline in personal consumption.","Americans Cut Back Sharply on Spending","Business","American Express"
"154",4,"2008-03-19T05:00:00+0000","","Obama speech captivates Americans","IHT News","American Express"
"155",5,"2008-04-03T18:22:52+0000","Nearly three in 10 Americans say they are very concerned that they or someone in their household might lose their job in the next 12 months, according to in the latest New York Times/CBS News poll.","Poll: Americans Have Bleak View of Job Market","National","American Express"
"156",6,"2008-05-28T05:00:00+0000","","DHL to outsource some U.S. operations to its rival UPS","IHT News","American Express"
"157",7,"2008-11-12T11:14:49+0000","","AmEx Seeks $3.5 Billion From Government, Report Says","Business","American Express"
"158",8,"2008-06-24T05:00:00+0000","","Poll shows broad religious tolerance among Americans","IHT News","American Express"
"159",9,"2008-02-13T05:00:00+0000","America’s image in the Middle East is as low as it has ever been. Yet generally speaking, Iranians like Americans — a sentiment that has become much more pronounced.","Warmth for Americans in Once Hostile Tehran","Foreign","American Express"
"160",10,"2008-07-30T04:00:00+0000","John McCain has wholeheartedly adopted Karl Rove’s low-minded and uncivil playbook.","Low-Road Express","Editorial","American Express"
"161",1,"2008-02-13T05:00:00+0000","America’s image in the Middle East is as low as it has ever been. Yet generally speaking, Iranians like Americans — a sentiment that has become much more pronounced.","Warmth for Americans in Once Hostile Tehran","Foreign","American Express"
"162",2,"2008-10-09T05:00:00+0000","","In defense of Bush; Iran and the bomb; Change comes to America","IHT News","American Express"
"163",3,"2008-01-24T16:27:51+0000","The world’s largest group of earth scientists says “the human footprint on Earth is apparent.”","Earth Scientists Express Rising Concern Over Warming","OpEd","American Express"
"164",4,"2008-10-01T19:24:09+0000","Americans agree that the economy cannot survive without help from the government but are concerned that the plan will burden them while benefiting financial institutions","CBS Poll: Americans Wary of the Bailout","National","American Express"
"165",5,"2008-01-01T05:00:00+0000","BATTERY RESTRICTIONS Beginning Tuesday, airline passengers cannot pack any loose lithium batteries in checked bags, though the batteries are permitted if contained within laptops, cellphones or other electronic devices, according to a new rule by ...","Batteries Included in New Travel Restrictions","Business","American Express"
"166",6,"2008-01-01T05:00:00+0000","","American diplomat shot and killed in Sudan","IHT News","American Express"
"167",7,"2008-10-28T05:00:00+0000","","Finding ways to dull the glamour of travel","IHT News","American Express"
"168",8,"2008-10-01T19:24:09+0000","Americans agree that the economy cannot survive without help from the government but are concerned that the plan will burden them while benefiting financial institutions.","CBS Poll: Americans Wary of the Bailout","None","American Express"
"169",9,"2008-10-30T20:36:11+0000","American Express is eliminating 500 jobs in New York — and thousands more elsewhere — and canceling office holiday parties through 2009, among other cost-cutting moves.","Scrooge, Cardmember Since 2008","Metro","American Express"
"170",10,"2008-10-28T00:48:00+0000","Under growing pressures to curb expenses, some corporate travel managers are making new cost-cutting suggestions.","Finding Ways to Dull the Glamour of Travel","Business","American Express"
"171",1,"2008-04-17T04:00:00+0000","Why has the U.S. produced a magnificent Holocaust Memorial Museum before opening an institution of equivalent stature dedicated to slavery and segregation?","Race and American Memory","OpEd","American Express"
"172",2,"2008-01-08T05:00:00+0000","","Chile, Argentina interested in moving Dakar Rally to South America","IHT News","American Express"
"173",3,"2008-03-02T05:00:00+0000","Leonard S. Riggio, the founder and chairman of Barnes & Noble, announced a $20 million donation to help hurricane victims in New Orleans.","Here’s His Story: People Still Read","SundayBusiness","American Express"
"174",4,"2008-09-17T05:00:00+0000","","Another country","IHT News","American Express"
"175",5,"2008-02-26T01:01:01+0000","Von Furstenberg discusses her life and fashion in a spot  for American Express.","Diane Von Furstenberg on Fashion","","American Express"
"176",6,"2008-02-19T05:00:00+0000","China warned against threats to security in outer space, without mentioning its own successful anti-satellite missile test last year.","China Expresses Concern Over U.S. Plan to Shoot Down a Faulty Spy Satellite","Foreign","American Express"
"177",7,"2008-02-08T05:00:00+0000","","With markets falling, Visa may delay its IPO","IHT News","American Express"
"178",8,"2008-08-25T00:47:47+0000","Students for a Free Tibet said eight American men were placed on a Los Angeles-bound flight on Sunday evening, just as the closing ceremony was getting under way.","China Deports 8 Americans Held in Protests","Foreign","American Express"
"179",9,"2008-02-15T05:00:00+0000","The president of the Academy of Motion Picture Arts and Sciences, and the producer of the Oscar telecast, said they were going full steam ahead with the normal Oscars ceremony.","Oscar Organizers Express Relief at Show’s Resumption","Weekend","American Express"
"180",10,"2008-09-18T11:12:48+0000","","Federal Aid to Detroit Seems Likely","Business","American Express"
"181",1,"2008-09-18T11:12:48+0000","","Federal Aid to Detroit Seems Likely","Business","American Express"
"182",2,"2008-08-28T05:00:00+0000","","For American restaurateurs, a month's vacation is just a dream","IHT News","American Express"
"183",3,"2008-10-13T14:15:15+0000","As mothers of soldiers who have been deployed to Iraq, both Gov. Sarah Palin and Cindy McCain accused Senator Barack Obama this week of voting not to fund American troops there.","Check Point: Funding the Troops","National","American Express"
"184",4,"2008-04-16T05:00:00+0000","","Roger Cohen: Race and American memory","IHT News","American Express"
"185",5,"2008-11-06T17:43:02+0000","","‘I Think I Speak for Most Americans’","","American Express"
"186",6,"2008-03-28T04:00:00+0000","Dave Marash, the channel’s most prominent American anchor, has quit, citing an increased amount of editorial control.","American Anchor Quits Al Jazeera English Channel","Business","American Express"
"187",7,"2008-05-22T05:00:00+0000","","8 Iraqi civilians killed by U.S. troops, local police say","IHT News","American Express"
"188",8,"2008-01-17T23:50:19+0000","","Strike: Studios Offer Writers ‘Informal’ Talks (White Flag Optional)","Media","American Express"
"189",9,"2008-11-12T11:39:39+0000","","A Deal Taxpayers May Live to Regret","Business","American Express"
"190",10,"2008-10-13T14:15:15+0000","Both Gov. Sarah Palin and Cindy McCain accused Senator Barack Obama this week of voting not to fund American troops in Iraq.","Distortions of Obama’s Votes and Comments on Wars","None","American Express"
"191",1,"2008-01-15T05:00:00+0000","After suffering heavy trading losses from bad mortgage investments, Bank of America said it was scaling back its investment banking operations and shedding 650 more jobs.","Bank of America Curbs Investment Banking","Business","American Express"
"192",2,"2008-04-16T05:00:00+0000","","Roger Cohen: Race and American memory","IHT News","American Express"
"193",3,"2008-09-17T01:13:45+0000","Public views have shifted on the role of government, morality and unilateralism — transforming the trajectory future policy disputes will follow.","Another Country","OpEd","American Express"
"194",4,"2008-02-10T05:00:00+0000","In the north Bronx neighborhood of Woodlawn, where it seems every storefront is adorned with a shamrock, there has been talk lately that the Irish may be coming back.","Return Trip on the Shamrock Express","CityWeekly","American Express"
"195",5,"2008-01-15T20:06:14+0000","","Bank of America to Cut Investment-Banking Jobs","Business","American Express"
"196",6,"2008-02-08T05:00:00+0000","","Credit fears push down U.S. stocks","IHT News","American Express"
"197",7,"2008-02-08T05:00:00+0000","","U.s. stocks mixed as investors remain nervous","IHT News","American Express"
"198",8,"2008-02-21T12:09:51+0000","","At Heart of Staples Bid, a Lucrative Delivery Business","Business","American Express"
"199",9,"2008-05-30T05:00:00+0000","","Maliki faces uphill fight over security pact","IHT News","American Express"
"200",10,"2008-06-05T05:00:00+0000","","Many African-Americans find hope in Obama's breakthrough","IHT News","American Express"
"201",1,"2008-01-07T05:00:00+0000","","After veto, House passes a revised military policy measure","IHT News","American Express"
"202",2,"2008-01-14T05:00:00+0000","","U.S. consumers hit brakes on spending","IHT News","American Express"
