"","id","created_time","snippet","headline","news_desk","company_name"
"2193",3,"2014-02-07T21:58:32+0000","The fast-food giant is opening its first restaurant in the country, which some see as one of Asia’s last consumer markets with significant untapped potential.","McDonald’s Opens in Vietnam, Bringing Big Mac to Fans of Banh Mi","Business","McDonald's"
"2194",4,"2014-07-25T15:57:18+0000","Why are fewer small businesses buying cyber liability insurance?","Today in Small Business: What It’s Really Like to Own a McDonald’s","Business","McDonald's"
"2195",5,"2014-12-01T01:06:07+0000","Twenty questions about advertising, the media and popular culture.","Christmas Cokes, Ronald McDonald on Foot and 18 More Questions","Business","McDonald's"
"2196",6,"2014-04-28T20:00:42+0000","The Green Music Center in California’s Sonoma County will include an array of classical, jazz, pop and world-music concerts in its next season.","Yo-Yo Ma and Audra McDonald Among Offerings at Sonoma Concert Hall","Culture","McDonald's"
"2197",7,"2014-06-29T20:25:40+0000","President Obama is expected to to nominate Robert A. McDonald, who ran Procter & Gamble, to be the secretary of Veterans Affairs.","Pick for V.A. Is Former Corporate Chief","National","McDonald's"
"2198",8,"2014-02-15T01:43:03+0000","I work the night shift. It’s a good job, except they pay us so little. It would be easier except right now, it takes me about two hours on buses to drop my kids off and get to work.","Terran Lyons, McDonald’s Crew Trainer, on Raising 2 on the Minimum Wage","Styles","McDonald's"
"2199",9,"2014-03-07T22:02:38+0000","Plus, who put Anna Wintour in the second row, how many Swarovski crystals it took to create the Oscars set and more, as we run the numbers from the last week in style and culture.","The McDonald’s Beef With Moschino, Chanel’s Rising Prices and Mary-Kate Olsen’s Big New Bling","TStyle","McDonald's"
"2200",10,"2014-07-11T14:46:23+0000","A New York ballerina helps a Russian dancer defect, but her own desires are thwarted.","Out of Step","BookReview","McDonald's"
"2201",1,"2014-06-11T22:52:35+0000","A red carpet where almost no one seems to ask, “Who are you wearing?”","At the Tonys, a D.I.Y. Fashion Aesthetic Prevails","Styles","McDonald's"
"2202",2,"2014-06-06T20:02:21+0000","New York Times readers predict that “A Gentleman’s Guide to Love & Murder,” Neil Patrick Harris and Audra McDonald will take prizes on Sunday night.","Readers’ Choice: Who’ll Take a Tony?","Culture","McDonald's"
"2203",3,"2014-06-04T12:00:37+0000","Audra McDonald can make history on Sunday by winning her sixth Tony Award, the most ever in acting, for her performance as Billie Holliday in “Lady Day at Emerson’s Bar and Grill.”","Tony Award Predictions: Leading Actress in a Play","Culture","McDonald's"
"2204",4,"2014-06-09T03:05:22+0000","The awards, which honor Broadway’s best plays and performances, included a record win for Audra McDonald and honors for Neil Patrick Harris and Bryan Cranston.","2014 Tony Awards: ‘Gentleman’s Guide’ and ‘All the Way’ Are Named Top Shows","Culture","McDonald's"
"2205",5,"2014-06-09T13:05:42+0000","Doesn’t anyone want to dress New York’s theater royalty, or tap social media’s celebrities to influence their fans’ future retail choices?","From DigiFest to the Tonys, Fashion’s Major Missed Opportunities","Styles","McDonald's"
"2206",6,"2014-06-03T01:10:01+0000","An update on a few of the issues we're following.","Keeping Track: Confidential Sources, Wage War and College Athletes","Editorial","McDonald's"
"2207",7,"2014-05-27T14:27:03+0000","Questions about ads for McDonald’s and Ford.","Q. and A. With Stuart Elliott","Business","McDonald's"
"2208",8,"2014-06-02T02:50:44+0000","Thirty years ago, on Jan. 28, 1986, seven astronauts “slipped the surly bonds of earth to touch the face of God.” America’s space program was never the same.","Major Malfunction: Revisiting Challenger","National","McDonald's"
"2209",9,"2014-05-15T21:06:22+0000","Offstage, the actors Audra McDonald and Will Swenson retreat to Westchester.","A Song of the Country With Frog Chorus","RealEstate","McDonald's"
